Title,Section,Subsection,Content
Olympic_Games,Controversies,Politics,"The Olympic Games have been used as a platform to promote political ideologies almost from its inception. Nazi Germany wished to portray the National Socialist Party as benevolent and peace-loving when they hosted the 1936 Games, though they used the Games to display Aryan superiority. Germany was the most successful nation at the Games, adding support to their allegations of Aryan supremacy, but the message was somewhat blunted by the notable victories of African American Jesse Owens, who won four gold medals, and Hungarian Jew Ibolya Csák. The Soviet Union did not participate until the 1952 Summer Olympics in Helsinki. Instead, starting in 1928, the Soviets organised an international sports event called Spartakiads. During the interwar period of the 1920s and 1930s, communist and socialist organisations in several countries, including the United States, attempted to counter what they called the ""bourgeois"" Olympics with the Workers Olympics. It was not until the 1956 Summer Games that the Soviets emerged as a sporting superpower and, in doing so, took full advantage of the publicity that came with winning at the Olympics. Soviet Union's success might be attributed to a heavy state's investment in sports to fulfill its political agenda on an international stage.
Individual athletes have also used the Olympic stage to promote their own political agenda. At the 1968 Summer Olympics in Mexico City, two American track and field athletes, Tommie Smith and John Carlos, who finished first and third in the 200 metres, performed the Black Power salute on the victory stand. The second-place finisher, Peter Norman of Australia, wore an Olympic Project for Human Rights badge in support of Smith and Carlos. In response to the protest, IOC president Avery Brundage ordered Smith and Carlos suspended from the US team and banned from the Olympic Village. When the US Olympic Committee refused, Brundage threatened to ban the entire US track team. This threat led to the expulsion of the two athletes from the Games. In another notable incident in the gymnastics competition, while standing on the medal podium after the balance beam event final, in which Natalia Kuchinskaya of the Soviet Union had controversially taken the gold, Czechoslovakian gymnast Věra Čáslavská quietly turned her head down and away during the playing of the Soviet national anthem. The action was Čáslavská's silent protest against the recent Soviet invasion of Czechoslovakia. Her protest was repeated when she accepted her medal for her floor exercise routine when the judges changed the preliminary scores of the Soviet Larisa Petrik to allow her to tie with Čáslavská for the gold. While Čáslavská's countrymen supported her actions and her outspoken opposition to Communism (she had publicly signed and supported Ludvik Vaculik's ""Two Thousand Words"" manifesto), the new regime responded by banning her from both sporting events and international travel for many years and made her an outcast from society until the fall of communism.
Currently, the government of Iran has taken steps to avoid any competition between its athletes and those from Israel. Arash Miresmaeili, an Iranian judoka, did not compete in a match against an Israeli during the 2004 Summer Olympics. Although he was officially disqualified for being overweight, Miresmaeli was awarded US$125,000 in prize money by the Iranian government, an amount paid to all Iranian gold medal winners. He was officially cleared of intentionally avoiding the bout, but his receipt of the prize money raised suspicion.
In 2022, in the wake of the Russian invasion of Ukraine, the IOC Executive Board ""recommends no participation of Russian and Belarusian athletes and officials, urges International Sports Federations and organisers of sports events worldwide to do everything in their power to ensure that no athlete or sports official from Russia or Belarus be allowed to take part under the name of Russia or Belarus."" In 2023, the IOC announced that Russian and Belarusian athletes could participate in the Olympics under certain conditions: they must not represent their country or any associated organisation, and those actively supporting the Russian invasion of Ukraine are barred from competing. This decision aimed to allow athletes to compete and enhance their stature. While 32 athletes accepted the invitation, 28 qualified athletes declined. Competing under a neutral flag and uniform, these athletes had a neutral song played if they won any medals, instead of their national anthems. Additionally, the audience was prohibited from waving their flags."
Olympic_Games,Controversies,Use of performance-enhancing drugs,"In the early 20th century, many Olympic athletes began using drugs to improve their athletic abilities. For example, in 1904, Thomas Hicks, a gold medallist in the marathon, was given strychnine by his coach (at the time, taking different substances was allowed, as there was no data regarding the effect of these substances on a body of an athlete). The only Olympic death linked to performance enhancing occurred at the 1960 Summer Olympics in Rome. A Danish cyclist, Knud Enemark Jensen, fell from his bicycle and later died. A coroner's inquiry found that he was under the influence of amphetamines. By the mid-1960s, sports federations started to ban the use of performance-enhancing drugs; in 1967 the IOC followed suit.
According to British journalist Andrew Jennings, a KGB colonel stated that the agency's officers had posed as anti-doping authorities from the IOC to undermine doping tests and that Soviet athletes were ""rescued with  tremendous efforts"". On the topic of the 1980 Summer Olympics, a 1989 Australian study said ""There is hardly a medal winner at the Moscow Games, certainly not a gold medal winner, who is not on one sort of drug or another: usually several kinds. The Moscow Games might as well have been called the Chemists' Games.""
In 2016, documents obtained revealed the Soviet Union's plans for a statewide doping system in track and field in preparation for the 1984 Summer Olympics in Los Angeles. Dated prior to the country's decision to boycott the Games, the document detailed the existing steroids operations of the program, along with suggestions for further enhancements. The communication, directed to the Soviet Union's head of track and field, was prepared by Sergei Portugalov of the Institute for Physical Culture. Portugalov was also one of the main figures involved in the implementation of the Russian doping programme prior to the 2016 Summer Olympics.
The first Olympic athlete to test positive for the use of performance-enhancing drugs was Hans-Gunnar Liljenwall, a Swedish pentathlete at the 1968 Summer Olympics, who lost his bronze medal for alcohol use. One of the most publicised doping-related disqualifications occurred after the 1988 Summer Olympics where Canadian sprinter Ben Johnson (who won the 100-metre dash) tested positive for stanozolol.
In 1999, the IOC formed the World Anti-Doping Agency (WADA) in an effort to systematise the research and detection of performance-enhancing drugs. There was a sharp increase in positive drug tests at the 2000 Summer Olympics and 2002 Winter Olympics due to improved testing conditions. Several medallists in weightlifting and cross-country skiing from post-Soviet states were disqualified because of doping offences. The IOC-established drug testing regimen (now known as the Olympic Standard) has set the worldwide benchmark that other sporting federations attempt to emulate. During the Beijing games, 3,667 athletes were tested by the IOC under the auspices of the World Anti-Doping Agency. Both urine and blood tests were used to detect banned substances. In London over 6,000 Olympic and Paralympic athletes were tested. Prior to the Games, 107 athletes tested positive for banned substances and were not allowed to compete.
In 2024, rumors about China's doping spread as many of the athletes, especially in swimming, were accused of doping before Tokyo 2020. 23 Chinese swimmers were tested positive for prohibited substances, with both the World Anti-Doping Agency and World Aquatics accepting Chinese claims that positive tests were caused by tainted food. After the FBI and Justice Department started investigating, the IOC threatened to revoke the 2034 Olympics in Salt Lake City, unless they dropped the investigation.
==== Russian doping scandal ====
Doping in Russian sports has a systemic nature. Russia has had 44 Olympic medals stripped for doping violations—the most of any country, and more than a quarter of the global total. From 2011 to 2015, more than a thousand Russian competitors in various sports, including summer, winter, and Paralympic sports, benefited from a cover-up. Russia was partially banned from the 2016 Summer Olympics and was banned from the 2018 Winter Olympics (while still being allowed to participate as the ""Olympic Athletes from Russia"") due to the state-sponsored doping programme.
In December 2019, Russia was banned for four years from all major sporting events for systematic doping and lying to WADA. The ban was issued by WADA on 9 December 2019, and the Russian anti-doping agency RUSADA had 21 days to make an appeal to the Court of Arbitration for Sport (CAS). The ban meant that Russian athletes would only be allowed to compete under the Olympic flag after passing anti-doping tests. Russia appealed the decision to the CAS. On review of Russia's appeal of its case from WADA, CAS ruled on 17 December 2020 to reduce the penalty that WADA had placed. Instead of banning Russia from sporting events, the ruling allowed Russia to participate at the Olympics and other international events, but for a period of two years the team cannot use the Russian name, flag, or anthem and must present themselves as ""Neutral Athlete"" or ""Neutral Team"". The ruling does allow for team uniforms to display ""Russia"" on the uniform as well as the use of the Russian flag colours within the uniform's design, although the name should be up to equal predominance as the ""Neutral Athlete/Team"" designation.
In February 2022, during the Beijing Olympics, the international news media reported that the issue of doping was again raised over a positive test for trimetazidine by the ROC's Kamila Valieva, which was officially confirmed on 11 February. Valieva's sample in question was taken by the Russian Anti-Doping Agency (RUSADA) at the 2022 Russian Figure Skating Championships on 25 December, but the sample was not analyzed at the World Anti-Doping Agency (WADA) laboratory where it was sent for testing until 8 February, one day after the team event concluded. CAS was expected to hear the case on 13 February with a decision scheduled for announcement the next day, ahead of her scheduled appearance in the women's singles event beginning on 15 February. Due to Valieva being a minor at the time, as well as being classified as a ""protected person"" under WADA guidelines, RUSADA and the IOC announced on 12 February that they would broaden the scope of their respective investigations to include members of her entourage (e.g. coaches, team doctors, etc.). By the end of the Beijing Olympics, a total five athletes were reported for doping violations. A decision by RUSADA, issued in mid-October and endorsed by WADA, stated that the details of the Valieva hearing and its scheduled dates would be placed under international guidelines for the protection of minors (Valieva was 15 years old when the positive test results were disclosed) and would not be disclosed publicly. Although Russia as a country is currently banned from participating in international skating events due to the 2022 Russian invasion of Ukraine, Valieva has continued to compete within Russian borders without being hindered by RUSADA as recently as the Russian Grand Prix held in October 2022. On 28 September 2023, CAS ""ordered the production of further documentation"" and announced that her hearing had been adjourned until 9‍–‍10 November. It appeared that one of the parties in the case requested a file that had not previously been a part of the proceedings. On 10 November, CAS announced that a final decision was expected by the end of January 2024. On 29 January 2024, the CAS disqualified Valieva for four years retroactive to 25 December 2021 for an anti-doping rule violation."
Olympic_Games,Controversies,Sex discrimination,"Women were first allowed to compete at the 1900 Summer Olympics in Paris, but at the 1992 Summer Olympics 35 countries were still only fielding all-male delegations. This number dropped rapidly over the following years. In 2000, Bahrain sent two women competitors for the first time: Fatema Hameed Gerashi and Mariam Mohamed Hadi Al Hilli. In 2004, Robina Muqimyar and Fariba Rezayee became the first women to compete for Afghanistan. In 2008, the United Arab Emirates sent female athletes for the first time; Maitha Al Maktoum competed in taekwondo, and Latifa Al Maktoum in equestrian. Both athletes were from Dubai's ruling family.
By 2010, only three countries had never sent female athletes to the Games: Brunei, Saudi Arabia, and Qatar. Brunei had taken part in only three celebrations of the Games, sending a single athlete on each occasion, but Saudi Arabia and Qatar had been competing regularly with all-male teams. In 2010, the International Olympic Committee announced it would ""press"" these countries to enable and facilitate the participation of women for the 2012 Summer Olympics in London. Anita DeFrantz, chair of the IOC's Women and Sports Commission, suggested that countries be barred if they prevented women from competing. Shortly thereafter, the Qatar Olympic Committee announced that it ""hoped to send up to four female athletes in shooting and fencing"" to the 2012 Summer Games.
In 2008, Ali al-Ahmed, director of the Institute for Gulf Affairs, likewise called for Saudi Arabia to be barred from the Games, describing its ban on women athletes as a violation of the International Olympic Committee charter. He noted: ""For the last 15 years, many international nongovernmental organisations worldwide have been trying to lobby the IOC for better enforcement of its own laws banning gender discrimination.  While their efforts did result in increasing numbers of women Olympians, the IOC has been reluctant to take a strong position and threaten the discriminating countries with suspension or expulsion."" In July 2010, The Independent reported: ""Pressure is growing on the International Olympic Committee to kick out Saudi Arabia, who are likely to be the only major nation not to include women in their Olympic team for 2012. ... Should Saudi Arabia ... send a male-only team to London, we understand they will face protests from equal rights and women's groups which threaten to disrupt the Games"".
At the 2012 Summer Olympics, every participating nation included female athletes for the first time in Olympic history. Saudi Arabia included two female athletes in its delegation; Qatar, four; and Brunei, one (Maziah Mahusin, in the 400 m hurdles). Qatar made one of its first female Olympians, Bahiya al-Hamad (shooting), its flagbearer at the 2012 Games, and runner Maryam Yusuf Jamal of Bahrain became the first Persian Gulf female athlete to win a medal when she won a bronze for her showing in the 1500 m race.
The only sports on the Olympic programme that features men and women individually competing against one another are the equestrian disciplines, as there is no ""Women's Eventing"", or ""Men's Dressage"". As of 2008, there were still more medal events for men than women. With the addition of women's boxing to the programme in the 2012 Summer Olympics, however, women athletes were able to compete in all the sports open to men. In the winter Olympics, women are still unable to compete in the Nordic combined. After men were included in artistic swimming at the Paris 2024 games, the only remaining Olympic event in which male athletes may not compete is rhythmic gymnastics. Despite being eligible to qualify for the 2024 Paris games, no men were included on any artistic swimming team.
A recent addition to the Games has been the inclusion of mixed events, whereby men and women of the same nation compete together against other teams. Beginning in 2018, the sport of curling introduced a mixed event where teams of one man and one women competed in their own tournament for a medal. As of the 2024 Paris games, there are now 13 mixed medal events across 11 disciplines at the summer games."
Olympic_Games,Controversies,War and terrorism,"The world wars caused three Olympiads to pass without a celebration of the Games: the 1916 Games were cancelled because of World War I, and the summer and winter games of 1940 and 1944 were cancelled because of World War II. The Russo-Georgian War between Georgia and Russia erupted on the opening day of the 2008 Summer Olympics in Beijing. Both American President George W. Bush and Russian Prime Minister Vladimir Putin were attending the Olympics at that time and spoke together about the conflict at a luncheon hosted by the Chinese president Hu Jintao.
Terrorism most directly affected the Olympic Games in 1972. When the Summer Games were held in Munich, Germany, eleven members of the Israeli Olympic team were taken hostage by the Palestinian terrorist group Black September in what is now known as the Munich massacre. The terrorists killed two of the athletes soon after taking them hostage and killed the other nine during a failed liberation attempt. A German police officer and five of the terrorists also died. Following the selection of Barcelona, Spain, to host the 1992 Summer Olympics, the separatist ETA terrorist organisation launched attacks in the region, including the 1991 bombing in the Catalonian city of Vic that killed ten people.
Terrorism affected two Olympic Games held in the United States. During the 1996 Summer Olympics in Atlanta, a bomb was detonated at the Centennial Olympic Park, killing two people and injuring 111 others. The bomb was set by Eric Rudolph, an American domestic terrorist, who is serving a life sentence for the bombing. The 2002 Winter Olympics in Salt Lake City took place just five months after the September 11 attacks, which meant a higher level of security than ever before provided for an Olympic Games. The opening ceremonies of the Games featured symbols relating to 9/11, including the flag that flew at Ground Zero and honour guards of NYPD and FDNY members."
Olympic_Games,Citizenship,IOC rules for citizenship,"The Olympic Charter requires that an athlete be a legal national of the country for which they compete. Dual nationals may compete for either country, as long as three years have passed since the competitor competed for the former country. However, if the NOCs and IF involved agree, then the IOC Executive Board may reduce or cancel this period. This waiting period exists only for athletes who previously competed for one nation and want to compete for another. If an athlete gains a new or second nationality, then they do not need to wait any designated amount of time before participating for the new or second nation. The IOC is only concerned with issues of citizenship and nationality after individual nations have granted citizenship to athletes.
In October 2023, the IOC suspended the Russian Olympic Committee, and the suspension was upheld in February 2024 by CAS. Without any NOC from Russia to approve a change of citizenship in under three years from Russia to another country, the IOC Executive Board approved changes of nationality in November 2023
and March 2024 for a total of five athletes from Russia to another country, including Georgi Tiblov and Aleksandr Komarov in wrestling (from Russia to Serbia), Mikhail Yakovlev in cycling (from Russia to Israel), Valeriia Liubimova in cycling, and Anastasiia Kirpichnikova in swimming (both from Russia to France)."
Olympic_Games,Citizenship,Reasons for changing citizenship,"Occasionally, an athlete will become a citizen of a different country to enable them to compete in the Olympics. This is often because they are attracted to sponsorship deals or training facilities in the other country, or the athlete might be unable to qualify from within their country of birth. In preparation for the 2014 Winter Olympics in Sochi, the Russian Olympic Committee naturalised a South Korean-born short-track speed-skater, Ahn Hyun-soo, and an American-born snowboarder, Vic Wild. The two athletes won five gold medals and one bronze medal between them at the 2014 Games."
Olympic_Games,Champions and medallists,,"Medals are awarded to the athletes or teams who place first, second, and third in each event. The winners receive gold medals, which were solid gold until 1912, later made of gilded silver, and now gold-plated silver. Every gold medal must contain at least six grams of pure gold. The runners-up are awarded silver medals and the third-place athletes receive bronze medals. In events contested by a single-elimination tournament (most notably boxing), third place might not be determined and the losers of both semi-finals each receive a bronze medal.
At the 1896 Olympics, only the winner and runner-up of each event received medals—silver for first and bronze for second, with no gold medals awarded. The current three-medal format was introduced at the 1904 Olympics. From 1948 onward, athletes placing fourth, fifth, and sixth have received certificates, which came to be known officially as Olympic diplomas; from 1984, these have also been awarded to the seventh- and eighth-place finishers. At the 2004 Summer Olympics in Athens, the gold, silver, and bronze medal winners were also presented with olive wreaths. The IOC does not keep statistics of medals won on a national level (except for team sports), but the NOCs and the media record medal statistics and use them as a measure of each nation's success."
Olympic_Games,Nations,Participants,"As of the 2020 Summer Games in Tokyo, all of the current 207 NOCs (and 19 obsolete NOCs) have participated in at least one edition of the Summer Olympics. Competitors from five nations—Australia, France, Great Britain, Greece, and Switzerland—have competed in all 28 Summer Olympics. Athletes competing under the Olympic flag, Mixed Teams and the Refugee Team have competed at six Summer Olympics Games.
A total of 119 NOCs (110 of the current 207 NOCs, and nine obsolete NOCs) have participated in at least one edition of the Winter Olympics. Competitors from 12 nations—Austria, Canada, Finland, France, Great Britain, Hungary, Italy, Norway, Poland, Sweden, Switzerland, and the United States—have participated in all 23 Winter Games to date."
Olympic_Games,Nations,Host nations and cities,"The host city for an Olympic Games had historically been chosen seven to eight years ahead of their celebration. Beginning with the 2024 and 2028 Olympics selection process in 2017, the IOC has proceeded to announce the winning bid with a longer lead-in time in order to provide time for the winning cities/regions to prepare. The process of selection is carried out in two phases that span a two-year period. The prospective host city applies to its country's National Olympic Committee; if more than one city from the same country submits a proposal to its NOC, the national committee typically holds an internal selection, since only one city per NOC can be presented to the International Olympic Committee for consideration. Once the deadline for submission of proposals by the NOCs is reached, the first phase (Application) begins with the applicant cities asked to complete a questionnaire regarding several key criteria related to the organisation of the Olympic Games. In this form, the applicants must give assurances that they will comply with the Olympic Charter and with any other regulations established by the IOC Executive Committee. The evaluation of the filled questionnaires by a specialised group provides the IOC with an overview of each applicant's project and their potential to host the Games. On the basis of this technical evaluation, the IOC Executive Board selects the applicants that will proceed to the candidature stage.
Once the candidate cities are selected, they must submit to the IOC a bigger and more detailed presentation of their project as part of a candidature file. Each city is thoroughly analysed by an evaluation commission. This commission will also visit the candidate cities, interviewing local officials and inspecting prospective venue sites, before submitting a report on its findings one month prior to the IOC's final decision. During the interview process the candidate city must also guarantee that it will be able to fund the Games. After the work of the evaluation commission, a list of candidates is presented to the General Session of the IOC, which must assemble in a country that does not have a candidate city in the running. The IOC members gathered in the Session have the final vote on the host city. Once elected, the host city bid committee (together with the NOC of the respective country) signs a Host City Contract with the IOC, officially becoming an Olympic host nation and host city.
By 2032, the Olympic Games will have been hosted by 47 cities in 23 countries. As of 2021, since the 1988 Summer Olympics in Seoul, South Korea, the Olympics have been held in Asia or Oceania four times, a sharp increase compared to the previous 92 years of modern Olympic history. The 2016 Games in Rio de Janeiro were the first Olympics for a South American country. No bids from countries in Africa have succeeded, although Egypt (thrice) and South Africa (in 2004) have tried."
Olympic_Games,Summer host cities,,"1896: Athens, Greece
1900: Paris, France
1904: St. Louis, United States
1908: London, United Kingdom
1912: Stockholm, Sweden
1920: Antwerp, Belgium
1924: Paris, France
1928: Amsterdam, Netherlands
1932: Los Angeles, United States
1936: Berlin, Germany
1948: London, United Kingdom
1952: Helsinki, Finland
1956: Melbourne, Australia (equestrian events in Stockholm)
1960: Rome, Italy (first Paralympic Games)
1964: Tokyo, Japan
1968: Mexico City, Mexico
1972: Munich, West Germany
1976: Montreal, Canada
1980: Moscow, Soviet Union
1984: Los Angeles, United States
1988: Seoul, South Korea
1992: Barcelona, Spain
1996: Atlanta, United States
2000: Sydney, Australia
2004: Athens, Greece
2008: Beijing, China
2012: London, United Kingdom
2016: Rio de Janeiro, Brazil
2020: Tokyo, Japan (held in 2021)
2024: Paris, France
2028: Los Angeles, United States
2032: Brisbane, Australia"
Olympic_Games,External links,,"Official website 
Harold Maurice Abrahams; David C. Young (4 August 2024). ""Olympic Games"". Britannica.
Interactive of all the medals in the Modern Olympics, The New York Times
insidethegames – the latest and most up to date news and interviews from the world of Olympic, Commonwealth and Paralympic Games
GamesBids.com – An Authoritative Review of Olympic Bid Business (home of the BidIndex™)
Database Olympics
Reference book about all Olympic Medalists of all times"
2027_Cricket_World_Cup,Introduction,,"The 2027 ICC Men's Cricket World Cup will be the 14th edition of the Cricket World Cup, the quadrennial international men's Cricket championship contested by the national teams of the member associations of ICC. It is scheduled to be played in South Africa, Zimbabwe, and Namibia in October and November 2027. This will be the second time that South Africa and Zimbabwe will have co-hosted the tournament, after the 2003 edition, while Namibia will host it for the first time."
2027_Cricket_World_Cup,Background,,"The Cricket World Cup is a quadrennial One Day International tournament played between men's national cricket teams, organized by the International Cricket Council (ICC). The tournament is held every four years, and was first played in 1975 in England. The last tournament, held in 2023 in India was contested by 10 teams. Australia are the defending champions, having defeated India in the final of the previous edition.
In November 2021, the ICC announced that the 2027 Cricket World Cup will be played in South Africa, Zimbabwe and Namibia."
2027_Cricket_World_Cup,Background,Format,"The competition will use two groups of seven teams, with the top three teams in each group progressing to a Super Six stage, followed by semi-finals and a final. At this stage, each team in a group will play all three sides in the same group whom they have not played. The format was previously used in the 2003 edition. However, a modified version of points carried forward (PCF) from 1999 edition will be re-introduced in the 2027 edition."
2027_Cricket_World_Cup,Background,Preparations,"In preparation for the 2027 Cricket World Cup, a 15-member organising committee of the tournament was finalised in August 2025. Trevor Manuel was named chair. Former Deputy President of South Africa, Phumzile Mlambo-Ngcuka was also named as one of the seven independent directors of the tournament."
2027_Cricket_World_Cup,Qualification,,"Hosts South Africa and Zimbabwe will qualify automatically for the tournament, along with the top eight teams in the ICC ODI rankings as of 31 March 2027. The remaining four places will be decided through qualifying tournaments. Although Namibia will co-host the competition for the first time, they will not be guaranteed a spot because they are not a full ICC member and, as a result, will have to go through the standard qualification pathway."
2027_Cricket_World_Cup,Venues,,"Cricket South Africa confirmed eight shortlisted venues in April 2024. In August 2025, it was announced that 44 matches would be hosted by South Africa across the eight venues, while Zimbabwe and Namibia would host the remaining 10 matches."
2025_Women's_Cricket_World_Cup,Introduction,,"The 2025 ICC Women's Cricket World Cup was the 13th edition of Women's Cricket World Cup. India hosted the World Cup for the fourth time, after the 1978, 1997 and 2013 editions, with the tournament held from 30 September to 2 November 2025. This was the last time the tournament had eight teams. India became champions after defeating South Africa in the final, securing their maiden World Cup title. Australia where the defending champions, but were knocked out in the Semi-final by eventual champions India."
2025_Women's_Cricket_World_Cup,Background,Neutral venue arrangements,"On 19 December 2024, following an agreement between the BCCI and PCB, the ICC confirmed that matches between India and Pakistan at ICC events in 2024–2027 will be played at neutral venues. Similarly, in accordance with this agreement all of Pakistan's matches along with a few other matches were shifted to Sri Lanka."
2025_Women's_Cricket_World_Cup,Background,Marketing,"Before the commencement of the tournament, the ICC hosted a Trophy Tour, during which the trophy was taken to various locations across the four Indian host cities and in later to Colombo. The tour began on 11 August in Mumbai. ICC Chairman Jay Shah, along with former cricketers Mithali Raj and Yuvraj Singh, and Indian cricketers Harmanpreet Kaur, Smriti Mandhana, and Jemimah Rodrigues, launched the Trophy Tour at a 50-day countdown event held in Mumbai."
2025_Women's_Cricket_World_Cup,Background,Opening ceremony,"The opening ceremony was held in Assam Cricket Association Stadium, Guwahati ahead of the tournament opener between India and Sri Lanka on 30 September.
Indian singer Shreya Ghoshal performed the official World Cup anthem, ""Bring it Home""."
2025_Women's_Cricket_World_Cup,Qualification,,"The West Indies, semi-finalists at the preceding 2022 tournament, failed to qualify for the World Cup for the first time since 2000 and the first time in the World Cup's history as an ICC-run tournament."
2025_Women's_Cricket_World_Cup,Venues,,"It was originally planned that matches would be played at five different Indian venues, with the BCCI prioritising cities likely to enjoy favourable weather conditions and which were efficient in terms of transport and logistics.
After Pakistan's qualification, it was agreed that their matches would be played outside India at a neutral venue.
In June 2025, the ICC announced the final venues in India and Sri Lanka.
The cities of Guwahati, Indore, Visakhapatnam, and Colombo (Sri Lanka) were initially announced as venues.
The following month, the ICC replaced Bengaluru with the DY Patil Stadium in Navi Mumbai.
One semi-final was played in Guwahati, while the other semi-final and the final was played in Navi Mumbai."
2025_Women's_Cricket_World_Cup,Match officials,,"On 11 September 2025, the ICC appointed the officials for the tournament. This was the first time that whole panel was lead by female officials."
2025_Women's_Cricket_World_Cup,Match officials,Match referees,"Trudy Anderson
 Shandre Fritz
 G. S. Lakshmi
 Michell Pereira"
2025_Women's_Cricket_World_Cup,Squads,,"Each team had to select a squad of 15 players. On 19 August, India became the first team to announce their squad. England announced their squad on 21 August 2025. Bangladesh announced their squad on 23 August. Pakistan announced their squad on 25 August. South Africa announced their squad on 3 September. Australia announced their squad on 5 September. New Zealand announced their squad on 10 September. Sri Lanka were the final team to announce their squad, doing so on 10 September."
2025_Women's_Cricket_World_Cup,Prize money,,"The International Cricket Council (ICC) announced a prize fee of a total of $13.88 million. This marks a 297% increase in the total prize pool compared to the USD 3.5 million announced for the 2022 edition in New Zealand, and even surpasses the total prize money of the 2023 Men's Cricket World Cup. The winner's purse of USD 6.58 million also exceeds the USD 4 million awarded in the men's 2023 edition, highlighting a landmark commitment to gender equity in cricket."
2025_Women's_Cricket_World_Cup,Warm-up matches,,"Before the competition, teams were played in a series of warm-up matches between 25 and 28 September. These matches did not have either ODI or List A status."
2025_Women's_Cricket_World_Cup,League stage,Points table,"Note: The total points at the end of each group match are listed.
Note: Click on the points to see the match summary."
2025_Women's_Cricket_World_Cup,League stage,Fixtures,The International Cricket Council (ICC) announced the schedule of the tournament on 16 June 2025. The revised schedule was announced on 22 August 2025.
2025_Women's_Cricket_World_Cup,Statistics,Team of the tournament,"The ICC announced the team of the tournament on 4 November 2025, with Deepti Sharma being named as player of the tournament, and Laura Wolvaardt as captain of the team."
2025_Women's_Cricket_World_Cup,Broadcasting,,"Outside the listed regions, all matches will also be available for streaming worldwide via the official broadcast channel on ICC.tv"
2025_Women's_Cricket_World_Cup,External links,,Series home at ESPN Cricinfo
